"Supplied Name","guid","scientificName","family","kingdom","vernacular","sourceStatus","status"
"Racomitrium pruinosum","https://id.biodiversity.org.au/node/ausmoss/10108263","Racomitrium pruinosum","Grimmiaceae",,"Hoary Fringe-moss","Poorly Known","Least Concern/Unknown"
"Bruchia eckloniana","https://id.biodiversity.org.au/node/ausmoss/10061673","Bruchia eckloniana","Bruchiaceae",,"Earth Moss","Poorly Known","Least Concern/Unknown"
"Malacocera tricornis","https://id.biodiversity.org.au/node/apni/2888113","Malacocera tricornis","Chenopodiaceae",,"Goat Head","Rare","Near Threatened"
"Calyptrochaeta otwayensis","https://id.biodiversity.org.au/node/ausmoss/10064787","Calyptrochaeta otwayensis","Daltoniaceae",,"Otway Mitre-moss","Rare","Near Threatened"
"Acacia loderi","https://id.biodiversity.org.au/node/apni/2898459","Acacia loderi","Fabaceae",,"Broken Hill Gidgee","Vulnerable","Endangered"
"Eucalyptus verrucata","https://id.biodiversity.org.au/node/apni/2902172","Eucalyptus verrucata","Myrtaceae",,"Mt Abrupt Stringybark","Rare","Near Threatened"
"Candalides heathi","urn:lsid:biodiversity.org.au:afd.taxon:fccbcf5c-11b6-45c0-a88e-56dd5efa0efd","Candalides heathi","Lycaenidae",,"Rayed Blue","Listed under FFG Act",""
"Caladenia ancylosa","https://id.biodiversity.org.au/name/apni/206479","Caladenia ancylosa","Orchidaceae",,"Genoa Spider-orchid","Vulnerable","Endangered"
"Senecio pinnatifolius var. alpinus","https://id.biodiversity.org.au/node/apni/2908608","Senecio pinnatifolius var. alpinus","Asteraceae",,"highland groundsel","Rare","Near Threatened"
"Asperula charophyton","https://id.biodiversity.org.au/node/apni/2892692","Asperula charophyton","Rubiaceae",,"Elongate Woodruff","Poorly Known","Least Concern/Unknown"
"Leptecophylla juniperina subsp. oxycedrus","https://id.biodiversity.org.au/node/apni/2890964","Leptecophylla juniperina subsp. oxycedrus","Ericaceae",,"Crimson Berry","Vulnerable","Endangered"
"Prasophyllum sp. aff. validum A","https://id.biodiversity.org.au/name/apni/194450","Prasophyllum sp. aff. validum A","Orchidaceae",,"Woodland Leek-orchid","Endangered","Endangered"
"Diomedea epomophora","urn:lsid:biodiversity.org.au:afd.taxon:48bfd9a8-bc60-4ed7-9988-8182a75b4bb3","Diomedea epomophora","Diomedeidae",,"Royal Albatross","Listed under FFG Act",""
"Caladenia sp. aff. tentaculata (Dromana)","ALA_Caladenia_sp_aff_tentaculata_Dromana","Caladenia sp. aff. tentaculata (Dromana)",,,"Dromana Spider-orchid","Poorly Known","Least Concern/Unknown"
"Poa sallacustris","https://id.biodiversity.org.au/node/apni/2888901","Poa sallacustris","Poaceae",,"Salt-lake Tussock-grass","Listed under FFG Act",""
"Chaeropus ecaudatus","urn:lsid:biodiversity.org.au:afd.taxon:faef5315-7c0c-472d-9732-0b1ddc3e9e30","Chaeropus ecaudatus","Chaeropodidae",,"Pig-footed Bandicoot","Listed under FFG Act",""
"Ulota viridis var. viridis","https://id.biodiversity.org.au/node/ausmoss/10123702","Ulota viridis var. viridis","Orthotrichaceae",,"Pincushion Moss","Poorly Known","Least Concern/Unknown"
"Calyptorhynchus (Calyptorhynchus) banksii graptogyne","urn:lsid:biodiversity.org.au:afd.taxon:3d0bdf71-baf3-4c0d-a2d0-c3b95856c980","Calyptorhynchus (Calyptorhynchus) banksii graptogyne","Cacatuidae",,"Red-tailed Black Cockatoo (south-east Subspecies)","Listed under FFG Act",""
"Caladenia cremna","https://id.biodiversity.org.au/node/apni/2907116","Caladenia cremna","Orchidaceae",,"Don's Spider Orchid","Endangered","Endangered"
"Swainsona galegifolia","https://id.biodiversity.org.au/node/apni/2904236","Swainsona galegifolia","Fabaceae",,"Cranky Pea","Listed under FFG Act",""
"Phebalium festivum","https://id.biodiversity.org.au/node/apni/2912821","Phebalium festivum","Rutaceae",,"Dainty Phebalium","Vulnerable","Endangered"
"Synemon nais","urn:lsid:biodiversity.org.au:afd.taxon:71ad92d0-82ab-4708-8578-7b420b391d37","Synemon nais","Castniidae",,"Orange Sun Moth","Listed under FFG Act",""
"Cololejeunea minutissima","https://id.biodiversity.org.au/node/ausmoss/2912539","Cololejeunea minutissima","Lejeuneaceae",,"Minute Pouncewort","Vulnerable","Endangered"
"Cephalomitrion aterrimum","https://id.biodiversity.org.au/node/ausmoss/2914719","Cephalomitrion aterrimum","Cephaloziellaceae",,"Black Rustwort","Rare","Near Threatened"
"Eucalyptus silvestris","https://id.biodiversity.org.au/node/apni/2906906","Eucalyptus silvestris","Myrtaceae",,"Woodland Box","Vulnerable","Endangered"
"Cryptandra ericoides","https://id.biodiversity.org.au/node/apni/2898175","Cryptandra ericoides","Rhamnaceae",,"Heathy Cryptandra","Vulnerable","Endangered"
"Swainsona recta","https://id.biodiversity.org.au/node/apni/2916272","Swainsona recta","Fabaceae",,"Mountain Swainson-pea","Listed under FFG Act",""
"Pomaderris ledifolia","https://id.biodiversity.org.au/node/apni/2909016","Pomaderris ledifolia","Rhamnaceae",,"Sydney Pomaderris","Vulnerable","Endangered"
"Phebalium squamulosum subsp. alpinum","https://id.biodiversity.org.au/node/apni/2900030","Phebalium squamulosum subsp. alpinum","Rutaceae",,"Alpine Phebalium","Rare","Near Threatened"
"Cassinia nivalis","https://id.biodiversity.org.au/node/apni/2900725","Cassinia nivalis","Asteraceae",,"Ochre Cassinia","Rare","Near Threatened"
"Nannoperca obscura","urn:lsid:biodiversity.org.au:afd.taxon:acde8a8a-3154-4d39-baa1-54add67988a9","Nannoperca obscura","Percichthyidae",,"Yarra Pygmy Perch","Listed under FFG Act",""
"Senecio microbasis","https://id.biodiversity.org.au/node/apni/2918018","Senecio microbasis","Asteraceae",,"narrow fireweed","Rare","Near Threatened"
"Maireana aphylla","https://id.biodiversity.org.au/node/apni/2902869","Maireana aphylla","Chenopodiaceae",,"Cotton Bush","Poorly Known","Least Concern/Unknown"
"Ophiocomina australis","urn:lsid:biodiversity.org.au:afd.taxon:44fa47db-f550-4236-bd32-87c06e190a9d","Ophiocomina australis","Ophiocomidae",,"Brittle Star Species","Listed under FFG Act",""
"Vittadinia australasica var. oricola","https://id.biodiversity.org.au/node/apni/2898033","Vittadinia australasica var. oricola","Asteraceae",,"Coastal New Holland Daisy","Poorly Known","Least Concern/Unknown"
"Pimelea spinescens subsp. spinescens","https://id.biodiversity.org.au/node/apni/2886202","Pimelea spinescens subsp. spinescens","Thymelaeaceae",,"Prickly Pimelea","Listed under FFG Act",""
"Bulbine crassa","https://id.biodiversity.org.au/node/apni/2909497","Bulbine crassa","Asphodelaceae",,"Coast Lily","Rare","Near Threatened"
"Glycine latrobeana","https://id.biodiversity.org.au/node/apni/2892342","Glycine latrobeana","Fabaceae",,"Clover Glycine","Vulnerable","Endangered"
"Atriplex rhagodioides","https://id.biodiversity.org.au/node/apni/2887659","Atriplex rhagodioides","Chenopodiaceae",,"Silver saltbush","Listed under FFG Act",""
"Caladenia cremna","https://id.biodiversity.org.au/node/apni/2907116","Caladenia cremna","Orchidaceae",,"Don's Spider Orchid","Listed under FFG Act",""
"Carpha nivicola","https://id.biodiversity.org.au/node/apni/2891004","Carpha nivicola","Cyperaceae",,"Broad-leaf flower-rush","Rare","Near Threatened"
"Rowedota shepherdi","urn:lsid:biodiversity.org.au:afd.taxon:be33f881-ecf1-494c-b7a8-158d02d63829","Rowedota shepherdi","Chiridotidae",,"Sea Cucumber","Listed under FFG Act",""
"Phreatoicopsis raffae","urn:lsid:biodiversity.org.au:afd.taxon:6eed69be-25bb-409e-bf9e-a4914290ffd0","Phreatoicopsis raffae","Amphisopodidae",,"Phreatoicid Isopod","Vulnerable","Endangered"
"Grevillea ramosissima subsp. hypargyrea","https://id.biodiversity.org.au/node/apni/2920337","Grevillea ramosissima subsp. hypargyrea","Proteaceae",,"Fan Grevillea","Rare","Near Threatened"
"Lepyrodon lagurus","https://id.biodiversity.org.au/name/ausmoss/10002082","Lepyrodon lagurus","Lepyrodontaceae",,"Furry Pincushion-moss","Rare","Near Threatened"
"Heterozostera tasmanica","https://id.biodiversity.org.au/node/apni/2894231","Heterozostera tasmanica","Zosteraceae",,"Eelgrass","Rare","Near Threatened"
"Acacia flexifolia","https://id.biodiversity.org.au/node/apni/2914740","Acacia flexifolia","Fabaceae",,"Bent-leaf Wattle","Rare","Near Threatened"
"Lepidium aschersonii","https://id.biodiversity.org.au/node/apni/2919081","Lepidium aschersonii","Brassicaceae",,"Spiny Peppercress","Listed under FFG Act",""
"Pultenaea prolifera","https://id.biodiversity.org.au/node/apni/2899311","Pultenaea prolifera","Fabaceae",,"Otway Bush-pea","Rare","Near Threatened"
"Isolepis alpina","https://id.biodiversity.org.au/node/apni/2912278","Isolepis alpina","Cyperaceae",,"Tasman Club-sedge","Poorly Known","Least Concern/Unknown"
"Nematolepis squamea subsp. coriacea","https://id.biodiversity.org.au/node/apni/2901355","Nematolepis squamea subsp. coriacea","Rutaceae",,"Harsh Nematolepis","Listed under FFG Act",""
"Aprasia aurita","urn:lsid:biodiversity.org.au:afd.taxon:7c913942-c32e-40b5-bb09-0bbe75335c3d","Aprasia aurita","Pygopodidae",,"Eared Worm-lizard","Listed under FFG Act",""
"Uperoleia martini","urn:lsid:biodiversity.org.au:afd.taxon:b814b4c7-1780-4dd4-9223-1217f425fe14","Uperoleia martini","Myobatrachidae",,"Martin's Toadlet","Data Deficient or Delisted","Least Concern/Unknown"
"Haematopus fuliginosus fuliginosus","urn:lsid:biodiversity.org.au:afd.taxon:875a98ab-7a7d-4567-bcbd-738515565a6e","Haematopus fuliginosus fuliginosus","Haematopodidae",,"Sooty Oystercatcher","Near Threatened","Near Threatened"
"Acanthophis antarcticus","urn:lsid:biodiversity.org.au:afd.taxon:f2657cf8-a579-4e2c-8584-5a3e5deebec8","Acanthophis antarcticus","Elapidae",,"Common Death Adder","Listed under FFG Act",""
"Leucopogon neurophyllus","https://id.biodiversity.org.au/node/apni/2917729","Leucopogon neurophyllus","Ericaceae",,"Veined Beard-Heath","Rare","Near Threatened"
"Botrychium lunaria","https://id.biodiversity.org.au/node/apni/2907253","Botrychium lunaria","Ophioglossaceae",,"Moonwort","Vulnerable","Endangered"
"X Calassodia sp. nov. (Cyanicula caerulea hybrid)","ALA_X_Calassodia_sp_nov_Cyanicula_caerulea_hybrid","X Calassodia sp. nov. (Cyanicula caerulea hybrid)",,,"Blue Fairy Wax-lip Hybrid","Rare","Near Threatened"
"Caladenia oenochila","https://id.biodiversity.org.au/name/apni/119069","Caladenia oenochila","Orchidaceae",,"Wine-lipped Spider-orchid","Vulnerable","Endangered"
"Goodenia bellidifolia subsp. bellidifolia","https://id.biodiversity.org.au/node/apni/2905043","Goodenia bellidifolia subsp. bellidifolia","Goodeniaceae",,"Daisy Goodenia","Rare","Near Threatened"
"Caladenia orientalis","https://id.biodiversity.org.au/node/apni/2893291","Caladenia orientalis","Orchidaceae",,"Eastern Spider Orchid","Listed under FFG Act",""
"Drepanocladus polygamus","https://id.biodiversity.org.au/node/ausmoss/10072885","Drepanocladus polygamus","Amblystegiaceae",,"Shore Feather-moss","Endangered","Endangered"
"Pellaea calidirupium","https://id.biodiversity.org.au/node/apni/2897483","Pellaea calidirupium","Pteridaceae",,"Hotrock Fern","Poorly Known","Least Concern/Unknown"
"Rhodanthe floribunda","https://id.biodiversity.org.au/node/apni/2908726","Rhodanthe floribunda","Asteraceae",,"Common White Sunray","Endangered","Endangered"
"Apsolidium handrecki","urn:lsid:biodiversity.org.au:afd.taxon:a5cdf47c-e4c8-462f-babf-d59daf9a0ea8","Apsolidium handrecki","Cucumariidae",,"Sea Cucumber","Vulnerable","Endangered"
"Haegiela tatei","https://id.biodiversity.org.au/node/apni/6999108","Haegiela tatei","Asteraceae",,"Small Nut-heads","Vulnerable","Endangered"
"Tiliqua occipitalis","urn:lsid:biodiversity.org.au:afd.taxon:1a267044-0be0-484d-918d-9ffd914355df","Tiliqua occipitalis","Scincidae",,"Western Blue-tongue","Data Deficient or Delisted","Least Concern/Unknown"
"Eucalyptus neglecta","https://id.biodiversity.org.au/node/apni/2895343","Eucalyptus neglecta","Myrtaceae",,"Omeo Gum","Rare","Near Threatened"
"Grevillea gariwerdensis","https://id.biodiversity.org.au/node/apni/2902515","Grevillea gariwerdensis","Proteaceae",,"Gariwerd Grevillea","Poorly Known","Least Concern/Unknown"
"Rytidosperma nivicola","https://id.biodiversity.org.au/node/apni/2911734","Rytidosperma nivicola","Poaceae",,"Snow Wallaby-grass","Rare","Near Threatened"
"Climacteris (Climacteris) picumnus victoriae","urn:lsid:biodiversity.org.au:afd.taxon:36862b09-015e-4056-8b2d-69fa4be59d00","Climacteris (Climacteris) picumnus victoriae","Climacteridae",,"Brown Treecreeper (eastern Subspecies)","Near Threatened","Near Threatened"
"Pittosporum revolutum","https://id.biodiversity.org.au/node/apni/2907274","Pittosporum revolutum","Pittosporaceae",,"Curled Pittosporum","Rare","Near Threatened"
"Gahnia ancistrophylla","https://id.biodiversity.org.au/node/apni/2907263","Gahnia ancistrophylla","Cyperaceae",,"Donkey Saw-sedge","Vulnerable","Endangered"
"Themognatha flavocincta","ALA_Themognatha_flavocincta","Themognatha flavocincta",,,"Jewel Beetle","Vulnerable","Endangered"
"Sida ammophila","https://id.biodiversity.org.au/node/apni/2894216","Sida ammophila","Malvaceae",,"Sand Sida","Vulnerable","Endangered"
"Thelymitra matthewsii","https://id.biodiversity.org.au/node/apni/2900535","Thelymitra matthewsii","Orchidaceae",,"Spiral Sun Orchid","Vulnerable","Endangered"
"Pentocnus bursatus","urn:lsid:biodiversity.org.au:afd.taxon:c2dcc40c-35ad-4c2f-980e-ef22c4eae62d","Pentocnus bursatus","Cucumariidae",,"Sea Cucumber","Listed under FFG Act",""
"Leucopogon pilifer","https://id.biodiversity.org.au/node/apni/2895352","Leucopogon pilifer","Ericaceae",,"Thready Beard-Heath","Rare","Near Threatened"
"Telicota eurychlora","urn:lsid:biodiversity.org.au:afd.taxon:7b7a0ea1-b8b7-4532-ab49-aecc0a1823ec","Telicota eurychlora","Hesperiidae",,"Dingy Darter","Listed under FFG Act",""
"Gaultheria hispida","https://id.biodiversity.org.au/node/apni/2898978","Gaultheria hispida","Ericaceae",,"Snow Berry","Listed under FFG Act",""
"Hibbertia truncata","https://id.biodiversity.org.au/node/apni/2917715","Hibbertia truncata","Dilleniaceae",,"Port Campbell Guinea-flower","Rare","Near Threatened"
"Morelia spilota spilota","urn:lsid:biodiversity.org.au:afd.taxon:8ee87cd8-b82b-45d1-aa78-a1a6f4843f26","Morelia spilota spilota","Pythonidae",,"Diamond Python","Listed under FFG Act",""
"Falco (Hierofalco) hypoleucos","urn:lsid:biodiversity.org.au:afd.taxon:5c4c5947-83a6-4a42-b861-8c408cfed4e7","Falco (Hierofalco) hypoleucos","Falconidae",,"Grey Falcon","Endangered","Endangered"
"Gentianella cunninghamii subsp. major","https://id.biodiversity.org.au/node/apni/2911601","Gentianella cunninghamii subsp. major","Gentianaceae",,"Tall Snow-gentian","Poorly Known","Least Concern/Unknown"
"Swainsona behriana","https://id.biodiversity.org.au/node/apni/2915191","Swainsona behriana","Fabaceae",,"Behr's Swainson-pea","Rare","Near Threatened"
"Tasmannia xerophila subsp. robusta","https://id.biodiversity.org.au/node/apni/2892891","Tasmannia xerophila subsp. robusta","Winteraceae",,"Errinundra Pepper","Rare","Near Threatened"
"Tympanocryptis pinguicolla","urn:lsid:biodiversity.org.au:afd.taxon:5bceebc1-06e2-43fe-bf6e-72c9b9b25c92","Tympanocryptis pinguicolla","Agamidae",,"Grassland Earless Dragon","Critically Endangered","Endangered"
"Deparia petersenii subsp. congrua","https://id.biodiversity.org.au/node/apni/2887173","Deparia petersenii subsp. congrua","Woodsiaceae",,"Japanese Lady Fern","Vulnerable","Endangered"
"Leptospermum micromyrtus","https://id.biodiversity.org.au/node/apni/2909308","Leptospermum micromyrtus","Myrtaceae",,"Alpine Tea-tree","Rare","Near Threatened"
"Diuris dendrobioides","https://id.biodiversity.org.au/name/apni/79051","Diuris dendrobioides","Orchidaceae",,"Wedge Diuris","Endangered","Endangered"
"Victaphanta compacta","urn:lsid:biodiversity.org.au:afd.taxon:41e32a53-e39e-4881-b8e0-c377c3cbb8dc","Victaphanta compacta","Rhytididae",,"Otway Black Snail","Endangered","Endangered"
"Carex chlorantha","https://id.biodiversity.org.au/node/apni/2889542","Carex chlorantha","Cyperaceae",,"Green-top Sedge","Poorly Known","Least Concern/Unknown"
"Notalina gungarra","urn:lsid:biodiversity.org.au:afd.taxon:d32c1923-ff01-4a9c-811e-2649e458ad17","Notalina gungarra","Leptoceridae",,"Caddisfly","Data Deficient or Delisted","Least Concern/Unknown"
"Prasophyllum aff. occidentale D","https://id.biodiversity.org.au/name/apni/105656","Prasophyllum occidentale","Orchidaceae",,"Riverina Leek-orchid","Endangered","Endangered"
"Orthotrichum hortense","https://id.biodiversity.org.au/node/ausmoss/10099921","Orthotrichum hortense","Orthotrichaceae",,"Gardener's Bristle-moss","Endangered","Endangered"
"Spyridium sp. Little Desert (N.G.Walsh 4767)","https://id.biodiversity.org.au/node/apni/2920269","Spyridium furculentum","Rhamnaceae",,"Forked Spyridium","Listed under FFG Act",""
"Coracina (Pteropodocys) maxima","urn:lsid:biodiversity.org.au:afd.taxon:4a27e285-2f6c-4123-8c4d-ef93e1629e2b","Coracina (Pteropodocys) maxima","Campephagidae",,"Ground Cuckoo-shrike","Listed under FFG Act",""
"Daviesia benthamii subsp. acanthoclona","https://id.biodiversity.org.au/node/apni/2889859","Daviesia benthamii subsp. acanthoclona","Fabaceae",,"Broom Bitter-pea","Rare","Near Threatened"
"Canthocamptus sublaevis","urn:lsid:biodiversity.org.au:afd.taxon:08c8f15e-e4f5-45a8-889b-9a751c05016a","Canthocamptus sublaevis","Canthocamptidae",,"Harpactacoid Copepod","Data Deficient or Delisted","Least Concern/Unknown"
"Carcharias taurus","urn:lsid:biodiversity.org.au:afd.taxon:0c3e2403-05c4-4a43-8019-30e6d657a283","Carcharias taurus","Odontaspididae",,"Greynurse Shark","Data Deficient or Delisted","Least Concern/Unknown"
"Caliagrion billinghursti","urn:lsid:biodiversity.org.au:afd.taxon:06256e1e-3201-4b44-abc7-bf78d23a6fc9","Caliagrion billinghursti","Coenagrionidae",,"Large Riverdamsel","Endangered","Endangered"
"Vittadinia pterochaeta","https://id.biodiversity.org.au/node/apni/2902060","Vittadinia pterochaeta","Asteraceae",,"Rough Fuzzweed","Vulnerable","Endangered"
"Poa sp. (Lake Omeo)","ALA_Poa_sp_Lake_Omeo","Poa sp. (Lake Omeo)",,,"Lake Omeo Poa","Endangered","Endangered"
"Ecnomus karakoi","urn:lsid:biodiversity.org.au:afd.taxon:43dd68e9-b221-4fdd-a813-8a25d6c0e2c3","Ecnomus karakoi","Ecnomidae",,"Caddisfly","Data Deficient or Delisted","Least Concern/Unknown"
"Thesium australe","https://id.biodiversity.org.au/node/apni/2891975","Thesium australe","Santalaceae",,"Austral Toad-flax","Vulnerable","Endangered"
"Caladenia ornata","https://id.biodiversity.org.au/node/apni/2902262","Caladenia ornata","Orchidaceae",,"Ornate Pink Fingers","Vulnerable","Endangered"
"Caladenia magnifica","https://id.biodiversity.org.au/name/apni/91897","Caladenia magnifica","Orchidaceae",,"Magnificent Spider-orchid","Listed under FFG Act",""
