taxonId,scientificName,vernacularName,WA Status,WA Rank,DBCA District,Distribution,taxonRemarks,status,sourceStatus,status description,class,category,sensitivityZoneId
14536,Cyperus sulcinux,,1,,East Kimberley,Mitchell Plateau,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
48167,Cyperus unioloides,,1,,East Kimberley,"Mt Elizabeth Stn., NT, QLD, NSW",,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
819,Cyperus victoriensis,,1,,"Exmouth,West Kimberley","Oobagooma, E of Exmouth",,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
7441,Dampiera glabrescens,,1,,Central Wheatbelt,"Ballidu, Wongan Hills, Kokardine, Manmanning",,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
7463,Dampiera plumosa,,1,,"Kalgoorlie,Geraldton","Sandstone, Coolgardie, Lake Barlee",,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
50148,Dampiera prasiolitica,,1,,Kalgoorlie,Jaurdi,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
7473,Dampiera scaevolina,,1,,"Great Southern,Central Wheatbelt","Bencubbin, Holt Rock, Beacon",,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
38040,Darwinia hortiorum,,1,,Perth Hills,Wandering,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
35779,Darwinia sp. Bindoon (S. Patrick 281) PN,,1,,Perth Hills,South of Wannamal,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
20451,Darwinia sp. Gibson (R.D. Royce 3569),,1,,Esperance,Gibson,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
45517,Darwinia sp. Kirkalocka (M. Crowhurst 296),,1,,Geraldton,Kirkalocka,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
16029,Darwinia sp. Mt Baring (K.R. Newbey 9775),,1,,Esperance,NW Mt Baring,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
14267,Darwinia sp. Mt Ney (M.A. Burgman & S. McNee 1274),,1,,Esperance,Mt Ney,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
42901,Darwinia sp. Mt Ridley (W.R. Archer 510914),,1,,Esperance,NE Mt Ridley,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
19318,"Darwinia sp. Wyalgima Hill (L.W. Sage, J.P. Pigott & E.B. Pigott LWS1549)",,1,,Great Southern,Beverley,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
41987,Darwinia terricola,,1,,Blackwood,Jalbarragup,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
44787,Daviesia localis,,1,,Central Wheatbelt,Bindoon,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
12328,Daviesia nudiflora subsp. amplectens,,1,,Central Wheatbelt,"Dowerin, Burakin, Pithara",,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
19772,Desmocladus diacolpicus,,1,,"Albany,Great Southern",Ongerup,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
46361,Desmocladus ferruginipes,,1,,Geraldton,Geraldton/Mullewa,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
50076,Deyeuxia abscondita,,1,,"Blackwood,Wellington","Preston River, Blackwood River",,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
298,Deyeuxia inaequalis,,1,,Donnelly,Manjimup,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
15229,Dicarpidium sp. A Kimberley Flora (K.F. Kenneally 8686),,1,,East Kimberley,Theda,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
15228,Dicarpidium sp. B Kimberley Flora (G.J. Keighery 10138),,1,,East Kimberley,"Mitchelle River, Cape Bernier",,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
12861,Dicrastylis archeri,,1,,Esperance,"Mt Heywood, Peak Cahrles",,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
12860,Dicrastylis capitellata,,1,,"Esperance,Great Southern","Mt Heywood, Hyden, Clyde Hill",,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
31840,Dicrastylis mitchellii,,1,,"Karratha,Geraldton","Killara Stn, Turee Creek",,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
18131,Dicrastylis sp. Cue (A.A. Mitchell 764),,1,,Geraldton,Coodardy Stn,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
18132,Dicrastylis sp. Denham (M. Lewis 42/92),,1,,Geraldton,Denham,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
38160,Dicrastylis sp. Ilkurlka (R. Davis et al. RD 11637),,1,,Kalgoorlie,Ilkurlka,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
31839,Dicrastylis subterminalis,,1,,Kalgoorlie,Schwerin Mural Crescent,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
1630,Didymoplexis pallens,,1,,"East Kimberley,West Kimberley","Mitchell Plateau, Northern Territory, Queensland",,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
20799,Dillwynia sp. Coujinup Hill (M.A. Burgman 1560),,1,,Albany,Jerdacuttup,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
12842,Diodontium filifolium,,1,,West Kimberley,King Leopold Ranges,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
19086,Diospyros calycantha,,1,,East Kimberley,"Mitchell Plateau, NT",,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
51337,Dipodium basalticum,,1,,"East Kimberley,West Kimberley","Theda, King Edward River Station, Beverly Springs Station",,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
45195,Dipteracanthus chichesterensis,,1,,Karratha,"Mulga Downs Station, Coolawanyah Station",,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
12621,Dithyrostegia gracilis,,1,,Geraldton,Yuin Stn,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
33158,Diuris eburnea,,1,,Moora,Arrowsmith,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
4764,Dodonaea hexandra,,1,,Esperance,Mt Ragged,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
31880,Dodonaea scurra,,1,,Geraldton,Koolanooka,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
7056,Dopatrium junceum,,1,,"East Kimberley,West Kimberley",North Kimberly,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
30771,Drakaea andrewsiae,,1,,Great Southern,"Gnowangerup, Tunney",,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
31231,Drosera allantostigma,,1,,Moora,Hill River,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
13386,Drosera bicolor,,1,,"Albany,Great Southern",Lake King,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
13226,Drosera grievei,,1,,Great Southern,"Hyden, Lake King, Lake Grace",,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
16692,Drosera kenneallyi,,1,,"East Kimberley,West Kimberley","Theda Stn., Mitchell Plateau, Beverley Springs Stn.",,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
13199,Drosera leioblastus,,1,,Moora,Cataby,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
31232,Drosera leucostigma,,1,,Moora,"Mogumber, Cataby",,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
13383,Drosera nivea,,1,,Moora,Coorow,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
13207,Drosera orbiculata,,1,,Moora,Gillingarra,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
13189,Drosera oreopodion,,1,,Swan Coastal,Armadale,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
3117,Drosera paleacea,,1,,Albany,Albany,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
31233,Drosera patens,,1,,Swan Coastal,Wanneroo,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
19922,Drosera pedicellaris,,1,,Moora,Three Springs,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
51283,Drosera sp. Yampi Peninsula (A.J.M. Hopkins BA 0248) PN,,1,,West Kimberley,"Yampi Pensinsula, Hidden Island",,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
30712,Drosera x sidjamesii,,1,,Swan Coastal,"Gnangarra, Wanneroo, Beechboro",,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
49972,Drummondita rubriviridis,,1,,Geraldton,Koolanooka,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
13498,Drummondita wilsonii,,1,,Central Wheatbelt,Parker Range,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
333,Echinochloa kimberleyensis,,1,,East Kimberley,"Ord River, NT, Qld",,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
48219,Elacholoma sp. Showy flowers (C.P. Campbell 1762),,1,,Karratha,Gibson Desert,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
34970,Eleocharis acutangula subsp. acutangula,,1,,East Kimberley,Doongan Stn.,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
20738,Enekbatus dualis,,1,,Geraldton,Pindar,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
25810,Enekbatus planifolius,,1,,Geraldton,"Morawa, Gutha",,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
17957,Enteropogon minutus,,1,,East Kimberley,Ivanhoe Stn.,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
50340,Eragrostis lasioclada,,1,,East Kimberley,Kalumburu,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
19078,Eragrostis petraea,,1,,West Kimberley,Kimbolton Stn.,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
17426,Eragrostis rigidiuscula,,1,,East Kimberley,"Augustus Is., Kalumburu",,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
50797,Eragrostis sp. Lake Carey (J. Paterson & J. Warden WB 40825) PN,,1,,Kalgoorlie,Linden,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
7179,Eremophila adenotricha,,1,,Great Southern,"Holleton, (North of Hyden - Glenelg Hills)",,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
14508,Eremophila anomala,,1,,"Kalgoorlie,Geraldton","Paroo, Little Sandy Desert, Mt Padbury",,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
14339,Eremophila appressa,,1,,Karratha,"Kumarina, Bulloo Downs",,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
15178,Eremophila arguta,,1,,"Kalgoorlie,Geraldton","Mt Augustus Station, Neds Creek, Wiluna",,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
15176,Eremophila attenuata,,1,,Kalgoorlie,N of Rawlinna,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
15180,Eremophila aureivisca,,1,,Kalgoorlie,Rason Lake,,Priority 1: Poorly-known species,P1,"Priority 1: Poorly-known species - known from few locations, none on conservation lands",,P1,WA
